entry_id	phase	task_id	artifact_type	path	exists	status	purpose	commit_or_local_status	residual_note
Z006-E004	Z006	TASK-Z006B-09-IMPL	EVIDENCE_JSON	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z006b_09_warehouse_permission_mode_readback_matrix_evidence.json	true	LOCAL_COMMITTED	permission matrix 证据	LOCAL_COMMITTED	permission mode matrix evidence
Z006-E005	Z006	TASK-Z006B-15-IMPL	REPORT	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z006B-15-IMPL_go_live_acceptance_audit_bundle执行与回归报告.md	true	LOCAL_COMMITTED	go-live audit bundle 报告（本地）	LOCAL_COMMITTED	audit bundle local only
Z006-E006	Z006	TASK-Z006B-15-IMPL	BUNDLE_JSON	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z006b_15_go_live_acceptance_audit_bundle.json	true	LOCAL_COMMITTED	go-live audit bundle 数据	LOCAL_COMMITTED	go_live_ready remains false
Z006-E007	Z006	TASK-Z006B-25	REPORT	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z006B-25_Z006_UI只读证据提交后归档与剩余候选刷新报告.md	true	LOCAL_ARCHIVED	Z006 归档与候选刷新报告	LOCAL_ARCHIVED	Z006 local candidate archived
Z006-E008	Z006	TASK-Z006B-25	REFRESH_JSON	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z006b_25_remaining_candidate_refresh.json	true	LOCAL_ARCHIVED	Z006 候选刷新 JSON	LOCAL_ARCHIVED	external blockers retained
Z007-E001	Z007	TASK-Z007B-21-IMPL	REPORT	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z007B-21-IMPL_路由1比1readonly端点扩边复测与回归报告.md	true	LOCAL_COMMITTED	route parity readonly 扩边报告	LOCAL_COMMITTED	route parity local evidence
Z007-E002	Z007	TASK-Z007B-21-IMPL	EVIDENCE_JSON	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_21_route_parity_readonly_endpoint_expansion_evidence.json	true	LOCAL_COMMITTED	route parity 扩边证据	LOCAL_COMMITTED	readonly route evidence
Z007-E003	Z007	TASK-Z007B-37-IMPL	REPORT	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z007B-37-IMPL_本地adapter_fixture_contract扩展最小实现与回归报告.md	true	LOCAL_COMMITTED	adapter contract extension 报告	LOCAL_COMMITTED	adapter extension local committed
Z007-E004	Z007	TASK-Z007B-37-IMPL	EVIDENCE_JSON	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_37_adapter_fixture_contract_extension_evidence.json	true	LOCAL_COMMITTED	adapter contract extension 证据	LOCAL_COMMITTED	contract extension evidence
Z007-E005	Z007	TASK-Z007B-43-IMPL	REPORT	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z007B-43-IMPL_style字段readback映射最小实现与回归报告.md	true	LOCAL_COMMITTED	style mapping readback 报告	LOCAL_COMMITTED	style mapping local committed
Z007-E006	Z007	TASK-Z007B-43-IMPL	EVIDENCE_JSON	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_43_style_mapping_readback_evidence.json	true	LOCAL_COMMITTED	style mapping readback 证据	LOCAL_COMMITTED	style mapping evidence
Z007-E007	Z007	TASK-Z007B-52-IMPL	REPORT	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z007B-52-IMPL_生产只读访问包与远端授权清单模板生成报告.md	true	LOCAL_COMMITTED	production access packet 模板报告	LOCAL_COMMITTED	production execution not performed
Z007-E008	Z007	TASK-Z007B-52-IMPL	TEMPLATE_JSON	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_52_production_readonly_access_packet_template.json	true	LOCAL_COMMITTED	production readonly access packet template	LOCAL_COMMITTED	production_readback_ready=false
Z007-E009	Z007	TASK-Z007B-52-IMPL	CHECKLIST_JSON	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_52_remote_lifecycle_authorization_checklist.json	true	LOCAL_COMMITTED	remote lifecycle 授权清单模板	LOCAL_COMMITTED	remote_lifecycle_parked=true
Z007-E010	Z007	TASK-Z007B-58-IMPL	REPORT	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z007B-58-IMPL_Z007上线前本地审计包完整性收敛执行报告.md	true	LOCAL_COMMITTED	Z007 local audit packet 执行报告	LOCAL_COMMITTED	local audit packet generated
Z007-E011	Z007	TASK-Z007B-58-IMPL	AUDIT_JSON	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_58_z007_local_audit_evidence_index.json	true	LOCAL_COMMITTED	local audit evidence index	LOCAL_COMMITTED	evidence index committed
Z007-E012	Z007	TASK-Z007B-58-IMPL	AUDIT_TSV	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_58_z007_local_audit_evidence_index.tsv	true	LOCAL_COMMITTED	local audit evidence index tsv	LOCAL_COMMITTED	json-tsv committed pair
Z007-E013	Z007	TASK-Z007B-58-IMPL	AUDIT_JSON	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_58_z007_local_audit_coverage_matrix.json	true	LOCAL_COMMITTED	local audit coverage matrix	LOCAL_COMMITTED	coverage matrix committed
Z007-E014	Z007	TASK-Z007B-58-IMPL	AUDIT_TSV	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_58_z007_local_audit_coverage_matrix.tsv	true	LOCAL_COMMITTED	local audit coverage matrix tsv	LOCAL_COMMITTED	json-tsv committed pair
Z007-E015	Z007	TASK-Z007B-58-IMPL	AUDIT_JSON	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_58_z007_local_audit_blocker_matrix.json	true	LOCAL_COMMITTED	local audit blocker matrix	LOCAL_COMMITTED	blocker matrix committed
Z007-E016	Z007	TASK-Z007B-58-IMPL	AUDIT_TSV	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_58_z007_local_audit_blocker_matrix.tsv	true	LOCAL_COMMITTED	local audit blocker matrix tsv	LOCAL_COMMITTED	json-tsv committed pair
Z007-E017	Z007	TASK-Z007B-58-IMPL	AUDIT_JSON	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_58_z007_local_audit_gate_command_template.json	true	LOCAL_COMMITTED	local audit gate command template	LOCAL_COMMITTED	gate command template committed
Z007-E018	Z007	TASK-Z007B-58-IMPL	AUDIT_TSV	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_58_z007_local_audit_gate_command_template.tsv	true	LOCAL_COMMITTED	local audit gate command template tsv	LOCAL_COMMITTED	json-tsv committed pair
Z007-E019	Z007	TASK-Z007B-64-IMPL	REPORT	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z007B-64-IMPL_Z007上线前审计包可读化仪表盘执行报告.md	true	LOCAL_COMMITTED	readable audit packet 执行报告	LOCAL_COMMITTED	readability packet local committed
Z007-E020	Z007	TASK-Z007B-64-IMPL	READABLE_HTML	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/index.html	true	LOCAL_COMMITTED	readable audit HTML 导航页	LOCAL_COMMITTED	contains full_browser_route_smoke_closed=false context only
Z007-E021	Z007	TASK-Z007B-64-IMPL	READABLE_JSON	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_evidence_index.json	true	LOCAL_COMMITTED	readable evidence index json	LOCAL_COMMITTED	readable packet evidence committed
Z007-E022	Z007	TASK-Z007B-64-IMPL	READABLE_TSV	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_evidence_index.tsv	true	LOCAL_COMMITTED	readable evidence index tsv	LOCAL_COMMITTED	json-tsv committed pair
Z007-E023	Z007	TASK-Z007B-64-IMPL	READABLE_JSON	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_coverage_summary.json	true	LOCAL_COMMITTED	readable coverage summary json	LOCAL_COMMITTED	readable packet coverage committed
Z007-E024	Z007	TASK-Z007B-64-IMPL	READABLE_TSV	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_coverage_summary.tsv	true	LOCAL_COMMITTED	readable coverage summary tsv	LOCAL_COMMITTED	json-tsv committed pair
Z007-E025	Z007	TASK-Z007B-64-IMPL	READABLE_JSON	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_blocker_summary.json	true	LOCAL_COMMITTED	readable blocker summary json	LOCAL_COMMITTED	Z007-CAND-005/006/007 external blocked
Z007-E026	Z007	TASK-Z007B-64-IMPL	READABLE_TSV	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_blocker_summary.tsv	true	LOCAL_COMMITTED	readable blocker summary tsv	LOCAL_COMMITTED	json-tsv committed pair
Z007-E027	Z007	TASK-Z007B-64-IMPL	READABLE_JSON	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_gate_command_checklist.json	true	LOCAL_COMMITTED	readable gate checklist json	LOCAL_COMMITTED	no production credentials
Z007-E028	Z007	TASK-Z007B-64-IMPL	READABLE_TSV	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_gate_command_checklist.tsv	true	LOCAL_COMMITTED	readable gate checklist tsv	LOCAL_COMMITTED	json-tsv committed pair
Z007-E029	Z007	TASK-Z007B-68	REPORT	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z007B-68_Z007可读化审计包提交后归档与候选刷新报告.md	true	LOCAL_ARCHIVED	Z007 readable packet 归档报告	LOCAL_ARCHIVED	Z007 local actionable closed
Z007-E030	Z007	TASK-Z007B-68	REFRESH_JSON	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_68_remaining_candidate_refresh.json	true	LOCAL_ARCHIVED	Z007 remaining candidate refresh	LOCAL_ARCHIVED	recommended mainline moved to Z008
Z008-E001	Z008	TASK-Z008B-02-IMPL	SCRIPT	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/verify_json_tsv_consistency.py	true	LOCAL_COMMITTED	JSON/TSV consistency 脚本	LOCAL_COMMITTED	automation script committed
Z008-E002	Z008	TASK-Z008B-02-IMPL	RESULT_JSON	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_json_tsv_consistency_result.json	true	LOCAL_COMMITTED	JSON/TSV consistency 结果	LOCAL_COMMITTED	pair_count=10 pass
Z008-E003	Z008	TASK-Z008B-07-IMPL	SCRIPT	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/verify_text_hygiene.py	true	LOCAL_COMMITTED	text hygiene 脚本	LOCAL_COMMITTED	text hygiene automation committed
Z008-E004	Z008	TASK-Z008B-07-IMPL	RESULT_JSON	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_text_hygiene_result.json	true	LOCAL_COMMITTED	text hygiene 结果	LOCAL_COMMITTED	violation_count=0
Z008-E005	Z008	TASK-Z008B-12-IMPL	SCRIPT	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/verify_git_gates.py	true	LOCAL_COMMITTED	git gate 脚本	LOCAL_COMMITTED	read-only git gates
Z008-E006	Z008	TASK-Z008B-12-IMPL	RESULT_JSON	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_git_gate_result.json	true	LOCAL_COMMITTED	git gate 结果	LOCAL_COMMITTED	11 gates pass
Z008-E007	Z008	TASK-Z008B-17-IMPL	SCRIPT	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/verify_backend_contract_matrix.py	true	LOCAL_COMMITTED	backend contract matrix 脚本	LOCAL_COMMITTED	backend read-only tests
Z008-E008	Z008	TASK-Z008B-17-IMPL	RESULT_JSON	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_backend_contract_matrix_result.json	true	LOCAL_COMMITTED	backend contract matrix 结果	LOCAL_COMMITTED	test_count=4 pass
Z008-E009	Z008	TASK-Z008B-22-IMPL	SCRIPT	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/verify_frontend_readonly_route_smoke.mjs	true	LOCAL_COMMITTED	frontend readonly route smoke 脚本	LOCAL_COMMITTED	GET-only smoke script
Z008-E010	Z008	TASK-Z008B-22-IMPL	BROWSER_RESULT_JSON	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_frontend_readonly_route_smoke_browser_result.json	true	LOCAL_COMMITTED	frontend readonly smoke 浏览器结果	LOCAL_COMMITTED	full browser capture from local session
Z008-E011	Z008	TASK-Z008B-27-IMPL	SCRIPT	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/verify_local_audit_packet_integrity.py	true	LOCAL_COMMITTED	local audit packet integrity 脚本	LOCAL_COMMITTED	integrity guard script
Z008-E012	Z008	TASK-Z008B-27-IMPL	RESULT_JSON	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_local_audit_packet_integrity_result.json	true	LOCAL_COMMITTED	local audit packet integrity 结果	LOCAL_COMMITTED	checked_file_count=51
Z008-E013	Z008	TASK-Z008B-32-IMPL	SCRIPT	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/verify_blocker_state_anti_misjudge.py	true	LOCAL_COMMITTED	blocker state anti-misjudge 脚本	LOCAL_COMMITTED	misjudge guard script
Z008-E014	Z008	TASK-Z008B-32-IMPL	RESULT_JSON	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_blocker_state_anti_misjudge_result.json	true	LOCAL_COMMITTED	blocker state anti-misjudge 结果	LOCAL_COMMITTED	misjudge_count=0
Z008-E015	Z008	TASK-Z008B-37-IMPL	SCRIPT	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/verify_zero_write_prod_remote_guard.py	true	LOCAL_COMMITTED	zero-write/prod/remote guard 脚本	LOCAL_COMMITTED	zero write guard script
Z008-E016	Z008	TASK-Z008B-37-IMPL	RESULT_JSON	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_zero_write_prod_remote_guard_result.json	true	LOCAL_COMMITTED	zero-write/prod/remote guard 结果	LOCAL_COMMITTED	guard_check_count=141
Z008-E017	Z008	TASK-Z008B-41	REPORT	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z008B-41_Z008-CAND-008提交后归档与本地候选池关闭报告.md	true	LOCAL_ARCHIVED	Z008 候选池关闭归档报告	LOCAL_ARCHIVED	z008_local_acceptance_automation_closed=true
Z008-E018	Z008	TASK-Z008B-41	REFRESH_JSON	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z008b_41_final_candidate_refresh.json	true	LOCAL_ARCHIVED	Z008 最终候选刷新	LOCAL_ARCHIVED	remaining_candidate_count=0
Z009-E001	Z009	TASK-Z009B-02-IMPL	REPORT	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z009B-02-IMPL_Z009本地验收Orchestrator最小实现与回归报告.md	true	LOCAL_COMMITTED	orchestrator 最小实现报告	LOCAL_COMMITTED	orchestrator local committed
Z009-E002	Z009	TASK-Z009B-02-IMPL	SCRIPT	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/verify_local_acceptance_orchestrator.py	true	LOCAL_COMMITTED	orchestrator 编排脚本	LOCAL_COMMITTED	subcheck_total=8
Z009-E003	Z009	TASK-Z009B-02-IMPL	RESULT_JSON	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z009_local_acceptance_orchestrator_result.json	true	LOCAL_COMMITTED	orchestrator result	LOCAL_COMMITTED	pass_count=7 skipped_by_boundary_count=1
Z009-E004	Z009	TASK-Z009B-02-IMPL	SUBCHECK_JSON	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z009_local_acceptance_orchestrator_subcheck_summary.json	true	LOCAL_COMMITTED	orchestrator subcheck summary	LOCAL_COMMITTED	Z008-SCRIPT-005 present
Z009-E005	Z009	TASK-Z009B-08-IMPL	FREEZE_JSON	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z009b_09_browser_login_rerun_freeze.json	true	LOCAL_COMMITTED	browser login boundary rerun freeze	LOCAL_COMMITTED	script_005_status=SKIPPED_BY_BOUNDARY
Z009-E006	Z009	TASK-Z009B-13-IMPL	ANCHOR_JSON	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z009b_13_skip_aware_final_status_anchor.json	true	LOCAL_COMMITTED	skip-aware final status anchor	LOCAL_COMMITTED	SKIP_AWARE_LOCAL_CLOSED_WITH_RESIDUAL; full_browser_route_smoke_closed=false
Z009-E007	Z009	TASK-Z009B-14-IMPL	DASHBOARD_HTML	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z009_local_acceptance_summary_dashboard.html	true	LOCAL_COMMITTED	local acceptance summary dashboard html	LOCAL_COMMITTED	dashboard keeps remote_lifecycle_parked=true
Z009-E008	Z009	TASK-Z009B-14-IMPL	DASHBOARD_JSON	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z009_local_acceptance_summary_dashboard.json	true	LOCAL_COMMITTED	local acceptance summary dashboard json	LOCAL_COMMITTED	full_browser_route_smoke_closed=false and Z008-SCRIPT-005
Z009-E009	Z009	TASK-Z009B-15-IMPL	SCRIPT	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/verify_post_orchestrator_regression_gate.py	true	LOCAL_COMMITTED	post-orchestrator regression gate 脚本	LOCAL_COMMITTED	regression gate script committed
Z009-E010	Z009	TASK-Z009B-15-IMPL	FREEZE_JSON	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z009b_16_post_orchestrator_regression_freeze.json	true	LOCAL_COMMITTED	post-orchestrator regression freeze	LOCAL_COMMITTED	regression_check_count=27 pass
Z009-E011	Z009	TASK-Z009B-19	FINAL_STATUS_JSON	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z009b_19_final_local_status_refresh.json	true	LOCAL_ARCHIVED	Z009 最终本地状态刷新	LOCAL_ARCHIVED	z009_orchestrator_local_closed=true while browser residual remains
Z010-E001	Z010	TASK-Z010B-01-PREP	CANDIDATE_POOL_JSON	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z010b_01_documentation_candidate_pool.json	true	LOCAL_UNCOMMITTED_DOCUMENTATION	Z010 文档主线候选池	LOCAL_UNCOMMITTED_DOCUMENTATION	documentation mainline candidate pool
Z010-E002	Z010	TASK-Z010B-02-IMPL	REPORT	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z010B-02-IMPL_本地验收运行手册实现与核对报告.md	true	LOCAL_UNCOMMITTED_DOCUMENTATION	Z010 运行手册实现报告	LOCAL_UNCOMMITTED_DOCUMENTATION	documentation only, uncommitted
Z010-E003	Z010	TASK-Z010B-02-IMPL	RUNBOOK_MD	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/Z010_本地验收运行手册.md	true	LOCAL_UNCOMMITTED_DOCUMENTATION	本地验收运行手册	LOCAL_UNCOMMITTED_DOCUMENTATION	contains Z009_BROWSER_LOGIN_READY boundary guidance
Z010-E004	Z010	TASK-Z010B-02-IMPL	RUNBOOK_INDEX_JSON	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z010_local_acceptance_runbook_index.json	true	LOCAL_UNCOMMITTED_DOCUMENTATION	运行手册索引 json	LOCAL_UNCOMMITTED_DOCUMENTATION	runbook index uncommitted
Z010-E005	Z010	TASK-Z010B-02-IMPL	RUNBOOK_INDEX_TSV	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z010_local_acceptance_runbook_index.tsv	true	LOCAL_UNCOMMITTED_DOCUMENTATION	运行手册索引 tsv	LOCAL_UNCOMMITTED_DOCUMENTATION	json-tsv pair aligned
