check_id	check_type	status	target	error_count	detail
Z007-B59-LEDGER-TSV-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_59_commit_candidate_ledger.tsv	0	null
Z007-B59-LEDGER-TSV	file_exists	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_59_commit_candidate_ledger.tsv	0	null
Z007-B62-REPORT-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z007B-62_Z007本地审计包提交后归档与候选刷新报告.md	0	null
Z007-B62-REPORT	file_exists	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z007B-62_Z007本地审计包提交后归档与候选刷新报告.md	0	null
Z007-B62-REFRESH-JSON-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_62_remaining_candidate_refresh.json	0	null
Z007-B62-REFRESH-JSON	json_parse	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_62_remaining_candidate_refresh.json	0	null
Z007-B62-REFRESH-TSV-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_62_remaining_candidate_refresh.tsv	0	null
Z007-B62-REFRESH-TSV	file_exists	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_62_remaining_candidate_refresh.tsv	0	null
Z007-B64-REPORT-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z007B-64-IMPL_Z007上线前审计包可读化仪表盘执行报告.md	0	null
Z007-B64-REPORT	file_exists	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z007B-64-IMPL_Z007上线前审计包可读化仪表盘执行报告.md	0	null
Z007-B64-HTML-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/index.html	0	null
Z007-B64-HTML	file_exists	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/index.html	0	null
Z007-B64-READABLE-EVIDENCE-JSON-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_evidence_index.json	0	null
Z007-B64-READABLE-EVIDENCE-JSON	json_parse	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_evidence_index.json	0	null
Z007-B64-READABLE-EVIDENCE-TSV-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_evidence_index.tsv	0	null
Z007-B64-READABLE-EVIDENCE-TSV	file_exists	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_evidence_index.tsv	0	null
Z007-B64-READABLE-COVERAGE-JSON-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_coverage_summary.json	0	null
Z007-B64-READABLE-COVERAGE-JSON	json_parse	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_coverage_summary.json	0	null
Z007-B64-READABLE-COVERAGE-TSV-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_coverage_summary.tsv	0	null
Z007-B64-READABLE-COVERAGE-TSV	file_exists	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_coverage_summary.tsv	0	null
Z007-B64-READABLE-BLOCKER-JSON-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_blocker_summary.json	0	null
Z007-B64-READABLE-BLOCKER-JSON	json_parse	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_blocker_summary.json	0	null
Z007-B64-READABLE-BLOCKER-TSV-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_blocker_summary.tsv	0	null
Z007-B64-READABLE-BLOCKER-TSV	file_exists	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_blocker_summary.tsv	0	null
Z007-B64-READABLE-GATE-JSON-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_gate_command_checklist.json	0	null
Z007-B64-READABLE-GATE-JSON	json_parse	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_gate_command_checklist.json	0	null
Z007-B64-READABLE-GATE-TSV-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_gate_command_checklist.tsv	0	null
Z007-B64-READABLE-GATE-TSV	file_exists	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_gate_command_checklist.tsv	0	null
Z007-B65-REPORT-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z007B-65_B64审计包可读化仪表盘结果冻结与提交候选账本报告.md	0	null
Z007-B65-REPORT	file_exists	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z007B-65_B64审计包可读化仪表盘结果冻结与提交候选账本报告.md	0	null
Z007-B65-FREEZE-JSON-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_65_b64_readability_packet_freeze.json	0	null
Z007-B65-FREEZE-JSON	json_parse	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_65_b64_readability_packet_freeze.json	0	null
Z007-B65-LEDGER-JSON-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_65_commit_candidate_ledger.json	0	null
Z007-B65-LEDGER-JSON	json_parse	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_65_commit_candidate_ledger.json	0	null
Z007-B65-LEDGER-TSV-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_65_commit_candidate_ledger.tsv	0	null
Z007-B65-LEDGER-TSV	file_exists	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_65_commit_candidate_ledger.tsv	0	null
Z007-B68-REPORT-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z007B-68_Z007可读化审计包提交后归档与候选刷新报告.md	0	null
Z007-B68-REPORT	file_exists	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z007B-68_Z007可读化审计包提交后归档与候选刷新报告.md	0	null
Z007-B68-REFRESH-JSON-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_68_remaining_candidate_refresh.json	0	null
Z007-B68-REFRESH-JSON	json_parse	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_68_remaining_candidate_refresh.json	0	null
Z007-B68-REFRESH-TSV-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_68_remaining_candidate_refresh.tsv	0	null
Z007-B68-REFRESH-TSV	file_exists	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_68_remaining_candidate_refresh.tsv	0	null
Z008-CONSISTENCY-MANIFEST-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_json_tsv_consistency_manifest.json	0	null
Z008-CONSISTENCY-MANIFEST	json_parse	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_json_tsv_consistency_manifest.json	0	null
Z008-CONSISTENCY-RESULT-JSON-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_json_tsv_consistency_result.json	0	null
Z008-CONSISTENCY-RESULT-JSON	json_parse	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_json_tsv_consistency_result.json	0	null
Z008-CONSISTENCY-RESULT-TSV-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_json_tsv_consistency_result.tsv	0	null
Z008-CONSISTENCY-RESULT-TSV	file_exists	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_json_tsv_consistency_result.tsv	0	null
Z008-HYGIENE-MANIFEST-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_text_hygiene_manifest.json	0	null
Z008-HYGIENE-MANIFEST	json_parse	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_text_hygiene_manifest.json	0	null
Z008-HYGIENE-RESULT-JSON-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_text_hygiene_result.json	0	null
Z008-HYGIENE-RESULT-JSON	json_parse	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_text_hygiene_result.json	0	null
Z008-HYGIENE-RESULT-TSV-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_text_hygiene_result.tsv	0	null
Z008-HYGIENE-RESULT-TSV	file_exists	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_text_hygiene_result.tsv	0	null
Z008-GITGATE-MANIFEST-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_git_gate_manifest.json	0	null
Z008-GITGATE-MANIFEST	json_parse	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_git_gate_manifest.json	0	null
Z008-GITGATE-RESULT-JSON-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_git_gate_result.json	0	null
Z008-GITGATE-RESULT-JSON	json_parse	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_git_gate_result.json	0	null
Z008-GITGATE-RESULT-TSV-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_git_gate_result.tsv	0	null
Z008-GITGATE-RESULT-TSV	file_exists	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_git_gate_result.tsv	0	null
Z008-BACKEND-MANIFEST-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_backend_contract_matrix_manifest.json	0	null
Z008-BACKEND-MANIFEST	json_parse	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_backend_contract_matrix_manifest.json	0	null
Z008-BACKEND-RESULT-JSON-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_backend_contract_matrix_result.json	0	null
Z008-BACKEND-RESULT-JSON	json_parse	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_backend_contract_matrix_result.json	0	null
Z008-BACKEND-RESULT-TSV-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_backend_contract_matrix_result.tsv	0	null
Z008-BACKEND-RESULT-TSV	file_exists	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_backend_contract_matrix_result.tsv	0	null
Z008-FRONTEND-MANIFEST-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_frontend_readonly_route_smoke_manifest.json	0	null
Z008-FRONTEND-MANIFEST	json_parse	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_frontend_readonly_route_smoke_manifest.json	0	null
Z008-FRONTEND-RESULT-JSON-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_frontend_readonly_route_smoke_result.json	0	null
Z008-FRONTEND-RESULT-JSON	json_parse	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_frontend_readonly_route_smoke_result.json	0	null
Z008-FRONTEND-RESULT-TSV-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_frontend_readonly_route_smoke_result.tsv	0	null
Z008-FRONTEND-RESULT-TSV	file_exists	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_frontend_readonly_route_smoke_result.tsv	0	null
Z008-FRONTEND-BROWSER-JSON-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_frontend_readonly_route_smoke_browser_result.json	0	null
Z008-FRONTEND-BROWSER-JSON	json_parse	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z008_frontend_readonly_route_smoke_browser_result.json	0	null
Z008-B26-REFRESH-JSON-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z008b_26_remaining_candidate_refresh.json	0	null
Z008-B26-REFRESH-JSON	json_parse	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z008b_26_remaining_candidate_refresh.json	0	null
Z008-B26-REFRESH-TSV-HYGIENE	text_hygiene	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z008b_26_remaining_candidate_refresh.tsv	0	null
Z008-B26-REFRESH-TSV	file_exists	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z008b_26_remaining_candidate_refresh.tsv	0	null
PAIR-Z007-B58-EVIDENCE	json_tsv_pair	PASS	task_z007b_58_z007_local_audit_evidence_index.json<->task_z007b_58_z007_local_audit_evidence_index.tsv	0	null
PAIR-Z007-B58-COVERAGE	json_tsv_pair	PASS	task_z007b_58_z007_local_audit_coverage_matrix.json<->task_z007b_58_z007_local_audit_coverage_matrix.tsv	0	null
PAIR-Z007-B58-BLOCKER	json_tsv_pair	PASS	task_z007b_58_z007_local_audit_blocker_matrix.json<->task_z007b_58_z007_local_audit_blocker_matrix.tsv	0	null
PAIR-Z007-B58-GATE	json_tsv_pair	PASS	task_z007b_58_z007_local_audit_gate_command_template.json<->task_z007b_58_z007_local_audit_gate_command_template.tsv	0	null
PAIR-Z007-READABLE-EVIDENCE	json_tsv_pair	PASS	z007_local_audit_packet_readable_evidence_index.json<->z007_local_audit_packet_readable_evidence_index.tsv	0	null
PAIR-Z007-READABLE-COVERAGE	json_tsv_pair	PASS	z007_local_audit_packet_readable_coverage_summary.json<->z007_local_audit_packet_readable_coverage_summary.tsv	0	null
PAIR-Z007-READABLE-BLOCKER	json_tsv_pair	PASS	z007_local_audit_packet_readable_blocker_summary.json<->z007_local_audit_packet_readable_blocker_summary.tsv	0	null
PAIR-Z007-READABLE-GATE	json_tsv_pair	PASS	z007_local_audit_packet_readable_gate_command_checklist.json<->z007_local_audit_packet_readable_gate_command_checklist.tsv	0	null
PAIR-Z007-B62-REFRESH	json_tsv_pair	PASS	task_z007b_62_remaining_candidate_refresh.json<->task_z007b_62_remaining_candidate_refresh.tsv	0	null
PAIR-Z007-B68-REFRESH	json_tsv_pair	PASS	task_z007b_68_remaining_candidate_refresh.json<->task_z007b_68_remaining_candidate_refresh.tsv	0	null
PAIR-Z008-B26-REFRESH	json_tsv_pair	PASS	task_z008b_26_remaining_candidate_refresh.json<->task_z008b_26_remaining_candidate_refresh.tsv	0	null
PAIR-Z008-CONSISTENCY-RESULT	json_tsv_pair	PASS	z008_json_tsv_consistency_result.json<->z008_json_tsv_consistency_result.tsv	0	null
PAIR-Z008-TEXT-HYGIENE-RESULT	json_tsv_pair	PASS	z008_text_hygiene_result.json<->z008_text_hygiene_result.tsv	0	null
PAIR-Z008-GIT-GATE-RESULT	json_tsv_pair	PASS	z008_git_gate_result.json<->z008_git_gate_result.tsv	0	null
PAIR-Z008-BACKEND-MATRIX-RESULT	json_tsv_pair	PASS	z008_backend_contract_matrix_result.json<->z008_backend_contract_matrix_result.tsv	0	null
PAIR-Z008-FRONTEND-SMOKE-RESULT	json_tsv_pair	PASS	z008_frontend_readonly_route_smoke_result.json<->z008_frontend_readonly_route_smoke_result.tsv	0	null
STATE-B59-FREEZE-ANCHOR	state_check	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_59_b58_local_audit_packet_freeze.json	0	null
STATE-B65-FREEZE-TOP	state_check	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_65_b64_readability_packet_freeze.json	0	null
STATE-B68-REFRESH-HOLD	state_check	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_68_remaining_candidate_refresh.json	0	null
STATE-B26-REFRESH-HOLD	state_check	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z008b_26_remaining_candidate_refresh.json	0	null
BLOCKER-Z007-B68-REMAINING	blocker_check	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_68_remaining_candidate_refresh.json	0	null
BLOCKER-Z007-READABLE-SUMMARY	blocker_check	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/z007_local_audit_packet_readable_blocker_summary.json	0	null
POLICY-Z007-LOCAL-CLOSURE	local_closure_policy	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z007b_68_remaining_candidate_refresh.json	0	null
POLICY-Z008-LOCAL-CLOSURE	local_closure_policy	PASS	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z008b_26_remaining_candidate_refresh.json	0	null
HTML-Z007-READABLE-SENSITIVE	html_sensitive_check	PASS	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z007_pre_go_live_local_audit_packet/index.html	0	null
