path	decision	category	reason
03_需求与设计/02_开发计划/task_z022b_28_cand003_failure_diag_boundary.tsv	YES	tightened_mainline_cand003_failure_diag_evidence	B28 failure diagnosis TSV
03_需求与设计/02_开发计划/TASK-Z022B-29-FIX-CAND003-SCENARIO-TAG_Z022候选003scenario-tag修复报告.md	YES	tightened_mainline_cand003_fix_evidence	B29 scenario-tag fix report
03_需求与设计/02_开发计划/task_z022b_29_cand003_scenario_tag_fix_result.json	YES	tightened_mainline_cand003_fix_evidence	B29 scenario-tag fix result JSON
03_需求与设计/02_开发计划/task_z022b_29_cand003_scenario_tag_fix_result.tsv	YES	tightened_mainline_cand003_fix_evidence	B29 scenario-tag fix result TSV
03_需求与设计/02_开发计划/task_z022b_29_cand003_scenario_tag_fix_stdout.txt	YES	tightened_mainline_cand003_fix_evidence	B29 single-file pytest stdout
03_需求与设计/02_开发计划/TASK-Z022B-30-LEDGER-CAND003-SCENARIO-TAG_Z022候选003提交候选账本报告.md	YES	tightened_mainline_cand003_ledger_evidence	B30 ledger report
03_需求与设计/02_开发计划/task_z022b_30_cand003_scenario_tag_freeze.json	YES	tightened_mainline_cand003_ledger_evidence	B30 freeze JSON
03_需求与设计/02_开发计划/task_z022b_30_cand003_commit_candidate_ledger.json	YES	tightened_mainline_cand003_ledger_evidence	B30 ledger JSON
03_需求与设计/02_开发计划/task_z022b_30_cand003_commit_candidate_ledger.tsv	YES	tightened_mainline_cand003_ledger_evidence	B30 ledger TSV
07_后端/lingyi_service/tests/test_quality_defect_baseline.py	YES	allowed_backend_test_contract_fix	Only backend test file allowed for CAND003 scenario-tag fix
06_前端	NO	frontend_scope	Frontend is forbidden for this candidate ledger
07_后端/lingyi_service/app	NO	backend_app_scope	Backend app/source code is forbidden; CAND003 fix is test-contract only
07_后端/lingyi_service/tests/test_bom_permissions.py	NO	other_test_file	Not part of CAND003 allowed test file
07_后端/lingyi_service/tests/test_logging_sanitization.py	NO	other_test_file	Not part of CAND003 allowed test file
07_后端/lingyi_service/tests/test_permission_governance_audit_export.py	NO	other_test_file	Not part of CAND003 allowed test file
07_后端/lingyi_service/tests/test_request_id_sanitization.py	NO	other_test_file	Not part of CAND003 allowed test file
07_后端/lingyi_service/tests/test_style_profit_api.py	NO	other_test_file	Not part of CAND003 allowed test file
07_后端/lingyi_service/tests/test_subcontract_company_permission.py	NO	other_test_file	Not part of CAND003 allowed test file
07_后端/lingyi_service/tests/test_workshop_permissions.py	NO	other_test_file	Not part of CAND003 allowed test file
03_需求与设计/02_开发计划/工程师会话日志.md	NO	shared_log	Shared engineer log is forbidden in this candidate YES set
CAND001/CAND002 commit/archive/refreeze/stage artifacts	NO	other_candidate_artifacts	Not part of CAND003 tightened mainline evidence
03_需求与设计/02_开发计划/TASK-Z022B-20-PREP_Z022候选003本地只读验证边界冻结报告.md	NO	historical_out_of_mainline_cand003_artifact	Preexisting B20-B25 artifact classified out of tightened mainline
03_需求与设计/02_开发计划/task_z022b_20_candidate003_readonly_boundary.json	NO	historical_out_of_mainline_cand003_artifact	Preexisting B20-B25 artifact classified out of tightened mainline
03_需求与设计/02_开发计划/task_z022b_20_candidate003_readonly_boundary.tsv	NO	historical_out_of_mainline_cand003_artifact	Preexisting B20-B25 artifact classified out of tightened mainline
03_需求与设计/02_开发计划/TASK-Z022B-21-IMPL_Z022候选003quality-defect-baseline证据采集报告.md	NO	historical_out_of_mainline_cand003_artifact	Preexisting B20-B25 artifact classified out of tightened mainline
03_需求与设计/02_开发计划/task_z022b_21_quality_defect_baseline_result.json	NO	historical_out_of_mainline_cand003_artifact	Preexisting B20-B25 artifact classified out of tightened mainline
03_需求与设计/02_开发计划/task_z022b_21_quality_defect_baseline_result.tsv	NO	historical_out_of_mainline_cand003_artifact	Preexisting B20-B25 artifact classified out of tightened mainline
03_需求与设计/02_开发计划/task_z022b_21_quality_defect_baseline_stdout.txt	NO	historical_out_of_mainline_cand003_artifact	Preexisting B20-B25 artifact classified out of tightened mainline
03_需求与设计/02_开发计划/TASK-Z022B-22-PREP_Z022候选003quality-defect-baseline失败定位与边界冻结报告.md	NO	historical_out_of_mainline_cand003_artifact	Preexisting B20-B25 artifact classified out of tightened mainline
03_需求与设计/02_开发计划/task_z022b_22_quality_defect_baseline_failure_boundary.json	NO	historical_out_of_mainline_cand003_artifact	Preexisting B20-B25 artifact classified out of tightened mainline
03_需求与设计/02_开发计划/task_z022b_22_quality_defect_baseline_failure_boundary.tsv	NO	historical_out_of_mainline_cand003_artifact	Preexisting B20-B25 artifact classified out of tightened mainline
03_需求与设计/02_开发计划/TASK-Z022B-23-FIX_Z022候选003quality-defect-baseline测试合同修复报告.md	NO	historical_out_of_mainline_cand003_artifact	Preexisting B20-B25 artifact classified out of tightened mainline
03_需求与设计/02_开发计划/task_z022b_23_quality_defect_baseline_fix_result.json	NO	historical_out_of_mainline_cand003_artifact	Preexisting B20-B25 artifact classified out of tightened mainline
03_需求与设计/02_开发计划/task_z022b_23_quality_defect_baseline_fix_result.tsv	NO	historical_out_of_mainline_cand003_artifact	Preexisting B20-B25 artifact classified out of tightened mainline
03_需求与设计/02_开发计划/task_z022b_23_quality_defect_baseline_fix_stdout.txt	NO	historical_out_of_mainline_cand003_artifact	Preexisting B20-B25 artifact classified out of tightened mainline
03_需求与设计/02_开发计划/TASK-Z022B-24-PREP_Z022候选003quality-defect-baseline二次失败定位与边界冻结报告.md	NO	historical_out_of_mainline_cand003_artifact	Preexisting B20-B25 artifact classified out of tightened mainline
03_需求与设计/02_开发计划/task_z022b_24_quality_defect_baseline_second_failure_boundary.json	NO	historical_out_of_mainline_cand003_artifact	Preexisting B20-B25 artifact classified out of tightened mainline
03_需求与设计/02_开发计划/task_z022b_24_quality_defect_baseline_second_failure_boundary.tsv	NO	historical_out_of_mainline_cand003_artifact	Preexisting B20-B25 artifact classified out of tightened mainline
03_需求与设计/02_开发计划/TASK-Z022B-25-FIX_Z022候选003quality-defect-baseline测试合同二次修复报告.md	NO	historical_out_of_mainline_cand003_artifact	Preexisting B20-B25 artifact classified out of tightened mainline
03_需求与设计/02_开发计划/task_z022b_25_quality_defect_baseline_second_fix_result.json	NO	historical_out_of_mainline_cand003_artifact	Preexisting B20-B25 artifact classified out of tightened mainline
03_需求与设计/02_开发计划/task_z022b_25_quality_defect_baseline_second_fix_result.tsv	NO	historical_out_of_mainline_cand003_artifact	Preexisting B20-B25 artifact classified out of tightened mainline
03_需求与设计/02_开发计划/task_z022b_25_quality_defect_baseline_second_fix_stdout.txt	NO	historical_out_of_mainline_cand003_artifact	Preexisting B20-B25 artifact classified out of tightened mainline
.pytest_cache	NO	local_cache	Local pytest cache is forbidden
07_后端/lingyi_service/.venv	NO	local_environment	Virtual environment is forbidden
dist	NO	build_output	Build output is forbidden
node_modules	NO	dependency_cache	Dependency cache is forbidden
runtime/cache/temp files	NO	local_runtime	Local runtime, cache, and temp files are forbidden
non-candidate control-plane files	NO	control_plane	Non-candidate control-plane files are forbidden
