candidate_id	evidence_only	path	decision	reason
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_11_cand002_failure_boundary.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_11_cand002_failure_boundary.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_12_cand002_fix_result.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_12_cand002_fix_result.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_12_cand002_fix_stdout.txt	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_13_cand002_second_failure_boundary.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_13_cand002_second_failure_boundary.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_14_cand002_second_fix_result.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_14_cand002_second_fix_result.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_14_cand002_second_fix_stdout.txt	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_15_cand002_third_failure_boundary.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_15_cand002_third_failure_boundary.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_16_cand002_third_fix_result.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_16_cand002_third_fix_result.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_16_cand002_third_fix_stdout.txt	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_17_cand002_freeze.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_17_cand002_ledger.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_17_cand002_ledger.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_22_cand003_boundary.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_22_cand003_boundary.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_23_cand003_result.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_23_cand003_result.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_23_cand003_stdout.txt	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_24_cand003_failure_boundary.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_24_cand003_failure_boundary.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_25_cand003_fix_result.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_25_cand003_fix_result.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_25_cand003_fix_stdout.txt	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_26_cand003_second_failure_boundary.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_26_cand003_second_failure_boundary.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_27_cand003_second_fix_result.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_27_cand003_second_fix_result.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_27_cand003_second_fix_stdout.txt	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_28_cand003_third_failure_boundary.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_28_cand003_third_failure_boundary.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_29_cand003_third_fix_result.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_29_cand003_third_fix_result.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_29_cand003_third_fix_stdout.txt	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_30_cand003_freeze.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_30_cand003_ledger.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_30_cand003_ledger.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_35_cand004_boundary.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_35_cand004_boundary.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_36_cand004_result.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_36_cand004_result.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_36_cand004_stdout.txt	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_37_cand004_failure_boundary.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_37_cand004_failure_boundary.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_38_cand004_fix_result.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_38_cand004_fix_result.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_38_cand004_fix_stdout.txt	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_39_cand004_second_failure_boundary.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_39_cand004_second_failure_boundary.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_40_cand004_second_fix_result.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_40_cand004_second_fix_result.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_40_cand004_second_fix_stdout.txt	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_41_cand004_freeze.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_41_cand004_ledger.json	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/task_z032b_41_cand004_ledger.tsv	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	03_需求与设计/02_开发计划/工程师会话日志.md	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	06_前端/lingyi-pc/src/views/cross_module/CrossModuleView.vue	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	06_前端/lingyi-pc/src/views/production/ProductionPlanList.vue	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	06_前端/lingyi-pc/src/views/quality/QualityInspectionDetail.vue	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	06_前端/lingyi-pc/src/views/quality/QualityInspectionList.vue	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	06_前端/lingyi-pc/src/views/sales_inventory/SalesInventorySalesOrderDetail.vue	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	06_前端/lingyi-pc/src/views/sales_inventory/SalesInventorySalesOrderList.vue	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	06_前端/lingyi-pc/test-results	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	07_后端/lingyi_service/.pytest_cache	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	07_后端/lingyi_service/__pycache__	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	07_后端/lingyi_service/app/models/audit.py	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	07_后端/lingyi_service/app/models/workshop.py	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	07_后端/lingyi_service/app/schemas/report.py	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	07_后端/lingyi_service/app/services/erpnext_permission_adapter.py	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	07_后端/lingyi_service/app/services/report_catalog_service.py	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	07_后端/lingyi_service/app/services/system_config_catalog_service.py	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	07_后端/lingyi_service/app/services/workshop_outbox_service.py	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	07_后端/lingyi_service/pytest_cache	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	07_后端/lingyi_service/tests/test_bom_permissions.py	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	07_后端/lingyi_service/tests/test_logging_sanitization.py	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	07_后端/lingyi_service/tests/test_permission_governance_audit_export.py	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	07_后端/lingyi_service/tests/test_request_id_sanitization.py	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	07_后端/lingyi_service/tests/test_style_profit_api.py	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	07_后端/lingyi_service/tests/test_subcontract_company_permission.py	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	07_后端/lingyi_service/tests/test_subcontract_settlement_export.py	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	07_后端/lingyi_service/tests/test_workshop_batch_exceptions.py	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	07_后端/lingyi_service/tests/test_workshop_job_card_sync.py	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	07_后端/lingyi_service/tests/test_workshop_outbox_audit_throttle.py	NO	excluded by evidence-only ledger rule
Z033-CAND-002	true	07_后端/lingyi_service/tests/test_workshop_permissions.py	NO	excluded by evidence-only ledger rule
