path	decision	category	reason	exists
03_需求与设计/02_开发计划/TASK-Z025B-29-LEDGER-CAND004_Z025候选004提交候选账本报告.md	YES	cand004_ledger_evidence	CAND004 B29 ledger report	true
03_需求与设计/02_开发计划/task_z025b_29_cand004_freeze.json	YES	cand004_ledger_evidence	CAND004 B29 freeze JSON	true
03_需求与设计/02_开发计划/task_z025b_29_cand004_ledger.json	YES	cand004_ledger_evidence	CAND004 B29 ledger JSON	true
03_需求与设计/02_开发计划/task_z025b_29_cand004_ledger.tsv	YES	cand004_ledger_evidence	CAND004 B29 ledger TSV	true
07_后端/lingyi_service/tests/test_production_plan.py	YES	cand004_fixed_test	Only allowed backend test file fixed by CAND004	true
06_前端/**	NO	frontend_scope	Frontend files are forbidden for CAND004 ledger YES	n/a
07_后端/lingyi_service/app/**	NO	backend_app_scope	Backend app files are forbidden for CAND004 ledger YES	n/a
07_后端/lingyi_service/tests/** (except test_production_plan.py)	NO	other_backend_tests	Only test_production_plan.py is allowed as backend YES	pattern
03_需求与设计/02_开发计划/工程师会话日志.md	NO	shared_engineer_log	Shared engineer log is forbidden	true
03_需求与设计/02_开发计划/TASK-Z0{15..24}*	NO	prior_z015_z024_artifacts	Prior frozen/committed/archived artifacts are out of CAND004 scope	pattern
03_需求与设计/02_开发计划/task_z0{15..24}*	NO	prior_z015_z024_artifacts	Prior frozen/committed/archived artifacts are out of CAND004 scope	pattern
03_需求与设计/02_开发计划/TASK-Z025B-01-PREP_Z025本地候选池重建报告.md	NO	z025_candidate_pool	Z025 candidate pool report is forbidden for CAND004 ledger YES	true
03_需求与设计/02_开发计划/task_z025b_01_candidate_pool.json	NO	z025_candidate_pool	Z025 candidate pool JSON is forbidden for CAND004 ledger YES	true
03_需求与设计/02_开发计划/task_z025b_01_candidate_pool.tsv	NO	z025_candidate_pool	Z025 candidate pool TSV is forbidden for CAND004 ledger YES	true
03_需求与设计/02_开发计划/TASK-Z025B-22-PREP_Z025剩余候选刷新报告.md	NO	z025_refresh	B22 refresh is excluded by task boundary	true
03_需求与设计/02_开发计划/task_z025b_22_remaining_candidate_refresh.json	NO	z025_refresh	B22 refresh JSON is excluded by task boundary	true
03_需求与设计/02_开发计划/task_z025b_22_remaining_candidate_refresh.tsv	NO	z025_refresh	B22 refresh TSV is excluded by task boundary	true
03_需求与设计/02_开发计划/*Z025候选001*	NO	z025_cand001_artifacts	Z025-CAND-001 committed/archive artifacts are out of CAND004 scope	pattern
03_需求与设计/02_开发计划/task_z025b_0{2..7}_cand001_*	NO	z025_cand001_artifacts	Z025-CAND-001 evidence artifacts are out of CAND004 scope	pattern
03_需求与设计/02_开发计划/*Z025候选002*	NO	z025_cand002_artifacts	Z025-CAND-002 committed/archive artifacts are out of CAND004 scope	pattern
03_需求与设计/02_开发计划/task_z025b_0{8..14}_*	NO	z025_cand002_artifacts	Z025-CAND-002 evidence artifacts are out of CAND004 scope	pattern
03_需求与设计/02_开发计划/*Z025候选003*	NO	z025_cand003_artifacts	Z025-CAND-003 committed/archive artifacts are out of CAND004 scope	pattern
03_需求与设计/02_开发计划/task_z025b_1{5..9}_*	NO	z025_cand003_artifacts	Z025-CAND-003 evidence artifacts are out of CAND004 scope	pattern
03_需求与设计/02_开发计划/task_z025b_20_cand003_*	NO	z025_cand003_artifacts	Z025-CAND-003 commit artifacts are out of CAND004 scope	pattern
03_需求与设计/02_开发计划/task_z025b_21_cand003_*	NO	z025_cand003_artifacts	Z025-CAND-003 archive artifacts are out of CAND004 scope	pattern
03_需求与设计/02_开发计划/*Z025候选005*	NO	z025_cand005_artifacts	Z025-CAND-005 artifacts are out of CAND004 scope	pattern
**/.pytest_cache/**	NO	runtime_cache	Runtime cache excluded	pattern
**/__pycache__/**	NO	runtime_cache	Python bytecode cache excluded	pattern
**/.venv/**	NO	dependency_runtime	Dependency runtime excluded	pattern
**/{dist,build,node_modules}/**	NO	build_or_dependency_artifacts	Build and dependency artifacts excluded	pattern
03_需求与设计/01_架构设计/架构师会话日志.md	NO	architect_log	A architect log is forbidden	true
03_需求与设计/**/C*审计*	NO	auditor_records	C audit records are forbidden	pattern
{.github/**,**/*production*,**/*prod*} (except allowed evidence/test paths)	NO	github_or_production_config	GitHub and production configuration are forbidden	pattern
07_后端/lingyi_service/*.db	NO	local_runtime	Local runtime database files are excluded	pattern
07_后端/lingyi_service/logs/**	NO	local_runtime	Local runtime logs are excluded	pattern
