path	decision	category	reason
03_需求与设计/02_开发计划/task_z023b_41_cand005_ledger.json	YES	B41_LEDGER	CAND005 ledger JSON
03_需求与设计/02_开发计划/task_z023b_41_cand005_ledger.tsv	YES	B41_LEDGER	CAND005 ledger TSV
07_后端/lingyi_service/tests/test_workshop_wage_permissions.py	YES	TARGET_TEST	CAND005 fixed workshop wage permission test
06_前端	NO	FRONTEND_SCOPE	Frontend is out of CAND005 ledger scope
07_后端/lingyi_service/app	NO	BACKEND_APP_SCOPE	Backend app code is out of CAND005 ledger scope
07_后端/lingyi_service/tests/test_factory_statement_permissions.py	NO	OTHER_TEST	Z023-CAND-001 test is out of CAND005 scope
07_后端/lingyi_service/tests/test_production_permissions.py	NO	OTHER_TEST	Z023-CAND-002 test is out of CAND005 scope
07_后端/lingyi_service/tests/test_sales_inventory_permissions.py	NO	OTHER_TEST	Z023-CAND-003 test is out of CAND005 scope
07_后端/lingyi_service/tests/test_subcontract_permissions.py	NO	OTHER_TEST	Z023-CAND-004 test is out of CAND005 scope
07_后端/lingyi_service/tests/test_bom_permissions.py	NO	OTHER_TEST	Other test file is out of CAND005 scope
07_后端/lingyi_service/tests/test_logging_sanitization.py	NO	OTHER_TEST	Other test file is out of CAND005 scope
07_后端/lingyi_service/tests/test_permission_governance_audit_export.py	NO	OTHER_TEST	Other test file is out of CAND005 scope
07_后端/lingyi_service/tests/test_request_id_sanitization.py	NO	OTHER_TEST	Other test file is out of CAND005 scope
07_后端/lingyi_service/tests/test_style_profit_api.py	NO	OTHER_TEST	Other test file is out of CAND005 scope
07_后端/lingyi_service/tests/test_subcontract_company_permission.py	NO	OTHER_TEST	Other subcontract test is out of CAND005 scope
07_后端/lingyi_service/tests/test_workshop_permissions.py	NO	OTHER_TEST	Other workshop test is out of CAND005 scope
03_需求与设计/02_开发计划/工程师会话日志.md	NO	SHARED_LOG	Shared engineer log is forbidden
03_需求与设计/02_开发计划/TASK-Z023B-01-PREP_Z023本地候选池报告.md	NO	CANDIDATE_POOL	Z023 candidate pool is excluded from CAND005 ledger YES
03_需求与设计/02_开发计划/task_z023b_01_local_candidate_pool.json	NO	CANDIDATE_POOL	Z023 candidate pool JSON is excluded from CAND005 ledger YES
03_需求与设计/02_开发计划/task_z023b_01_local_candidate_pool.tsv	NO	CANDIDATE_POOL	Z023 candidate pool TSV is excluded from CAND005 ledger YES
03_需求与设计/02_开发计划/TASK-Z023B-09-ARCHIVE-CAND001_Z023候选001归档确认报告.md	NO	PRIOR_CANDIDATE	Z023-CAND-001 archive artifact is out of CAND005 scope
03_需求与设计/02_开发计划/task_z023b_09_cand001_archive_result.json	NO	PRIOR_CANDIDATE	Z023-CAND-001 archive JSON is out of CAND005 scope
03_需求与设计/02_开发计划/task_z023b_16_cand002_archive_result.json	NO	PRIOR_CANDIDATE	Z023-CAND-002 archive JSON is out of CAND005 scope
03_需求与设计/02_开发计划/task_z023b_23_cand003_archive_result.json	NO	PRIOR_CANDIDATE	Z023-CAND-003 archive JSON is out of CAND005 scope
03_需求与设计/02_开发计划/task_z023b_36_cand004_archive_result.json	NO	PRIOR_CANDIDATE	Z023-CAND-004 archive JSON is out of CAND005 scope
.pytest_cache	NO	CACHE_DEPENDENCY	Local cache is excluded
.venv	NO	CACHE_DEPENDENCY	Local dependency environment is excluded
dist	NO	CACHE_DEPENDENCY	Build output is excluded
node_modules	NO	CACHE_DEPENDENCY	Local dependencies are excluded
.git	NO	GIT_INTERNAL	Git internal state is excluded
A 架构师日志	NO	CONTROL_PLANE	Architect logs are excluded
C 审计记录	NO	CONTROL_PLANE	Auditor records are excluded
GitHub/生产配置	NO	REMOTE_PRODUCTION_CONFIG	Remote and production configuration are forbidden
