path	decision	reason
03_需求与设计/02_开发计划/task_z026b_30_remaining_candidate_refresh.tsv	NO	B30 refresh forbidden
03_需求与设计/02_开发计划/*cand001*	NO	Z026-CAND-001 artifacts forbidden
03_需求与设计/02_开发计划/*cand002*	NO	Z026-CAND-002 artifacts forbidden
03_需求与设计/02_开发计划/*cand003*	NO	Z026-CAND-003 artifacts forbidden
03_需求与设计/02_开发计划/*cand004*	NO	Z026-CAND-004 artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z015*	NO	Z015 historical artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z016*	NO	Z016 historical artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z017*	NO	Z017 historical artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z018*	NO	Z018 historical artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z019*	NO	Z019 historical artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z020*	NO	Z020 historical artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z021*	NO	Z021 historical artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z022*	NO	Z022 historical artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z023*	NO	Z023 historical artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z024*	NO	Z024 historical artifacts forbidden
03_需求与设计/02_开发计划/TASK-Z025*	NO	Z025 historical artifacts forbidden
07_后端/lingyi_service/.venv	NO	local runtime dependency forbidden
.ci-reports|node_modules|dist|build|__pycache__|.pytest_cache|*.db	NO	cache, dependency, build artifact, and local runtime outputs forbidden
